报表日期,单位,一、经营活动产生的现金流量,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,二、投资活动产生的现金流量,收回投资所收到的现金,取得投资收益所收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,三、筹资活动产生的现金流量,吸收投资收到的现金,其中：子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,其中：子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,四、汇率变动对现金及现金等价物的影响,五、现金及现金等价物净增加额,加:期初现金及现金等价物余额,六、期末现金及现金等价物余额,附注,净利润,少数股东权益,未确认的投资损失,资产减值准备,固定资产折旧、油气资产折耗、生产性物资折旧,无形资产摊销,长期待摊费用摊销,待摊费用的减少,预提费用的增加,处置固定资产、无形资产和其他长期资产的损失,固定资产报废损失,公允价值变动损失,递延收益增加（减：减少）,预计负债,财务费用,投资损失,递延所得税资产减少,递延所得税负债增加,存货的减少,经营性应收项目的减少,经营性应付项目的增加,已完工尚未结算款的减少(减:增加),已结算尚未完工款的增加(减:减少),其他,经营活动产生现金流量净额,债务转为资本,一年内到期的可转换公司债券,融资租入固定资产,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,现金及现金等价物的净增加额
20071231,元,,5187834858.72,539617.76,197425626.22,5385800102.70,4776162452.08,190931264.51,79800910.71,284039974.53,5330934601.83,54865500.87,,398350409.80,1955019.09,16321280.95,26426515.26,0,443053225.10,312484780.32,1192952022.92,18439146.91,4025506.54,1527901456.69,-1084848231.59,,71333445.68,0,3069507977.42,0,380000000.00,3520841423.10,1750691948.67,185904559.80,37720652.55,430000000.00,2366596508.47,1154244914.63,-11457500.69,112804683.22,501337853.93,614142537.15,,381959263.39,0,0,9556386.06,95388328.13,9341944.83,17336249.48,0,0,-14511231.14,0,-22947170.78,0,0,123899673.54,-475168466.09,-4714952.31,3041346.89,-240961103.83,128221588.27,44423644.43,0,0,0,54865500.87,0,0,0,614142537.15,501337853.93,0,0,112804683.22
20070930,元,,3523085876.94,1568196.48,93025860.61,3624657440.49,3102376641.22,146339246.25,52022690.09,201938103.60,3502676681.16,121980759.33,,393160722.91,116987216.16,7171181.18,26865375.45,0,544184495.70,238434657.83,1273190158.86,67966832.01,46642765.39,1626234414.09,-1082049918.39,,0,0,2179830564.78,0,439700000.00,2619530564.78,1177500000.00,75342177.85,5676136.81,410125000.00,1662967177.85,956563386.93,-9242141.27,-12747913.40,501337853.93,488589940.53,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488589940.53,501337853.93,0,0,-12747913.40
20070630,元,,2079986422.07,833585.20,172430212.90,2257661319.77,1839646678.86,98151441.42,34072768.66,178161428.93,2150032317.87,107629001.90,,172587523.45,88325211.72,6611675.18,25866931.30,0,293391341.65,153428521.42,1240443700.53,61420655.24,33417651.94,1488710529.13,-1195319187.48,,0,0,1742500000.00,0,439700000.00,2182200000.00,868500000.00,40572615.72,797876.30,50125000.00,959197615.72,1223002384.28,-6590036.57,128722162.13,501337853.93,630060016.06,,214247111.18,0,0,3308536.28,64851556.17,3270621.11,10751310.75,0,0,4965489.09,21262.36,45880470.52,0,0,39774739.42,-265818995.43,-1321182.85,1836626.21,-21493621.58,-79139193.05,86494271.72,0,0,0,107629001.90,0,0,0,630060016.06,501337853.93,0,0,128722162.13
20070331,元,,899572518.88,44100.14,15661406.59,915278025.61,806213073.32,49279757.38,13950904.81,52554528.41,921998263.92,-6720238.31,,64200060.00,509674.40,5661544.69,0,0,70371279.09,81350190.01,25000000.00,0,124432398.08,230782588.09,-160411309.00,,0,0,561500000.00,0,380000000.00,941500000.00,96000000.00,17052362.00,0,50000000.00,163052362.00,778447638.00,-7534.93,611308555.76,501337853.93,1112646409.69,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112646409.69,501337853.93,0,0,611308555.76
20061231,元,,3588513208.60,5851091.31,132981988.65,3727346288.56,3018243314.93,175080831.36,101746695.04,327245251.79,3622316093.12,105030195.44,,422616745.93,27966829.86,4123932.20,55454491.64,9646096.47,519808096.10,476995779.85,504655022.38,30286120.55,38057446.61,1049994369.39,-530186273.29,,11988424.56,11988424.56,1558110000.00,0,204232630.43,1774331054.99,1002974172.64,77271361.73,2827085.02,269692773.34,1349938307.71,424392747.28,-2880049.10,-3643379.67,504981233.60,501337853.93,,210657739.87,87378451.95,0,1192551.54,105781575.52,5046974.06,22907216.18,2108408.79,-4827365.65,2531514.36,1229793.10,0,0,0,59853361.53,-254446777.55,0,0,-107107859.04,-49365068.20,22089678.98,0,0,0,105030195.44,0,0,0,501337853.93,504981233.60,0,0,-3643379.67
20060930,元,,2657145920.64,3437255.84,49453999.38,2710037175.86,2244840319.53,128017863.25,76381192.90,187457933.83,2636697309.51,73339866.35,,323859439.38,2858614.77,2118163.54,0,7159018.24,335995235.93,242374227.22,448709624.74,0,15572458.12,706656310.08,-370661074.15,,0,0,1183340000.00,0,90000000.00,1273340000.00,780142559.68,54642047.92,0,142802000.00,977586607.60,295753392.40,-352269.08,-1920084.48,504981233.60,503061149.12,,160162890.20,58012426.10,0,-3291410.55,76035480.14,3540650.76,11850341.85,-1361032.43,8485776.80,2040433.59,27730.69,0,0,0,39494158.48,-152179983.17,0,0,-91241150.31,-54568844.11,16332398.31,0,0,0,73339866.35,0,0,0,503061149.12,504981233.60,0,0,-1920084.48
20060630,元,,1652515760.73,2276485.78,28905947.46,1683698193.97,1321424616.81,85706928.59,45258986.77,158672293.83,1611062826.00,72635367.97,,217044920.28,22579925.86,1547389.85,0,0,241172235.99,140127451.94,246057471.71,0,29025.57,386213949.22,-145041713.23,,0,0,1105840000.00,0,90000000.00,1195840000.00,390202321.68,37045291.80,2640490.07,140000000.00,567247613.48,628592386.52,6965.51,556193006.77,504981233.60,1061174240.37,,111754953.55,34757234.68,0,-1245907.16,50979635.05,2399527.83,8782372.77,-5463628.68,-2522023.90,1478146.49,0,0,0,0,28629756.47,-105970334.65,0,0,-35430687.13,-10476866.74,-5036810.61,0,0,0,72635367.97,0,0,0,1061174240.37,504981233.60,0,0,556193006.77
20060331,元,,784769436.53,1741519.52,20122129.69,806633085.74,638192630.51,46315979.32,16990063.65,84387961.37,785886634.85,20746450.89,,20000000.00,933815.82,454370.00,0,0,21388185.82,61049016.21,29084551.22,0,0,90133567.43,-68745381.61,,0,0,306300000.00,0,0,306300000.00,204789978.04,12775563.21,0,40006620.00,257572161.25,48727838.75,182554.91,911462.94,504981233.60,505892696.54,,47242886.79,17260815.18,0,1729451.32,27633753.75,1207506.32,-393378.38,-6665034.45,2159859.70,704254.61,0,0,0,0,13143337.15,-45832232.32,0,0,-16444941.37,-4233827.72,-16765999.69,0,0,0,20746450.89,0,0,0,505892696.54,504981233.60,0,0,911462.94
20051231,元,,3444614855.37,1373117.00,15887098.86,3461875071.23,2728393172.71,150637502.48,93922824.61,221115065.96,3194068565.76,267806505.47,,492927200.18,37798995.02,15708670.12,0,98325.54,546533190.86,177278701.03,469295884.90,0,4508373.68,651082959.61,-104549768.75,,0,0,816300000.00,0,140000000.00,956300000.00,871527886.78,61804559.41,0,262471721.85,1195804168.04,-239504168.04,118666.01,-76128765.31,581109998.91,504981233.60,,180890600.99,70573947.76,0,20931375.49,100014798.22,4702539.83,15097884.57,145259.21,-153009.30,-3006592.42,4470105.17,0,0,0,59628109.65,-173548047.74,0,0,-42637047.15,10386293.66,20310287.53,0,0,0,267806505.47,0,0,0,504981233.60,581109998.91,0,0,-76128765.31
20050930,元,,2373897893.50,6501964.97,36681253.50,2417081111.97,1876906794.79,121243898.87,64982239.57,136439288.52,2199572221.75,217508890.22,,185890442.17,31618718.32,11756316.12,0,1983028.70,231248505.31,90837400.16,204581925.93,0,2677435.01,298096761.10,-66848255.79,,0,0,557154045.00,0,211794000.00,768948045.00,651836239.57,36567093.69,0,367500000.00,1055903333.26,-286955288.26,-1304662.19,-137599316.02,581109998.91,443510682.89,,108524290.49,53670882.60,0,33291504.76,74467288.61,3272208.27,14291645.08,-4385942.96,5138063.24,792743.51,49180.05,0,0,0,35508096.63,-128059547.49,0,0,-59432986.27,38701900.54,41679563.16,0,0,0,217508890.22,0,0,0,443510682.89,581109998.91,0,0,-137599316.02
20050630,元,,1597327140.15,1346860.68,23489101.17,1622163102.00,1256303663.49,76006677.07,45508805.72,88986948.35,1466806094.63,155357007.37,,78661175.57,26293193.21,11164222.54,0,98325.54,116216916.86,75359539.29,108543335.05,0,2677435.01,186580309.35,-70363392.49,,0,0,477500000.00,0,180000000.00,657500000.00,502670061.07,33053927.55,0,258964900.65,794688889.27,-137188889.27,-56245.63,-52251520.02,581109998.91,528858478.89,,79770394.67,36765820.68,0,4575907.02,49266014.09,2388820.68,10985252.43,-2111383.74,-37393.76,-1686691.51,1911093.58,0,0,0,29188052.30,-91971502.00,0,0,-19469008.57,22509563.89,33272067.61,0,0,0,155357007.37,0,0,0,528858478.89,581109998.91,0,0,-52251520.02
20050331,元,,0,0,0,0,0,0,0,0,0,82778138.53,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20041231,元,,2898555406.82,2999417.00,34116751.03,2935671574.85,2305090980.68,139043576.86,78707364.80,198921753.13,2721763675.47,213907899.38,,106968852.82,33747179.56,8693550.04,0,32543520.25,181953102.67,212101548.60,219943587.24,0,0,432045135.84,-250092033.17,,34500000.00,0,1006045238.10,0,271075000.00,1311620238.10,999028143.72,62022989.22,7695719.57,106785266.86,1167836399.80,143783838.30,-78786.21,107520918.30,473589080.61,581109998.91,,139701973.38,63040666.04,0,3323838.46,92804418.12,4913354.66,8002907.53,1849329.63,4950387.70,-1783319.71,4299660.53,0,0,0,54605849.22,-140345778.08,0,0,5265633.51,-14423329.83,-12297691.78,0,0,0,213907899.38,0,0,0,581109998.91,473589080.61,0,0,107520918.30
20040930,元,,1849785044.82,4698758.47,41998568.60,1896482371.89,1535851760.49,100626481.52,59374206.15,114259941.22,1810112389.38,86369982.51,,132017680.10,3052265.52,5911094.67,0,34596134.20,175577174.49,138140298.76,161490676.33,0,27043053.07,326674028.16,-151096853.67,,0,0,858574146.96,0,16093325.46,874667472.42,759493862.48,34886683.08,0,666239.63,795046785.19,79620687.23,-103363.69,14790452.38,471504188.15,486294640.53,,115838120.01,48442993.86,0,1033575.46,50607380.83,3882567.89,2181956.07,-6637368.06,7262507.77,-1155224.87,19378.28,0,0,0,36428784.59,-112970943.97,0,0,-3553897.69,-77822289.59,22812441.93,0,0,0,86369982.51,0,0,0,486294640.53,471504188.15,0,0,14790452.38
20040630,元,,1081680941.64,3889022.46,35811099.77,1121381063.87,892267702.06,68175616.01,41429253.30,80643101.24,1082515672.61,38865391.26,,20772470.68,32189024.40,5703926.13,0,36302484.36,94967905.57,110300309.32,81815383.25,0,21111856.39,213227548.96,-118259643.39,,0,0,638285238.10,0,13353384.04,651638622.14,572575662.68,36845022.41,0,2634676.24,612055361.33,39583260.81,-102968.54,-39913959.86,473589080.61,433675120.75,,74791549.53,28621217.42,0,783628.18,42490844.26,2425854.86,886738.03,-5601702.60,11297548.81,218560.45,54399.24,0,0,0,20757897.44,-77405369.80,0,0,1233843.21,-39617230.84,-22072386.93,0,0,0,38865391.26,0,0,0,433675120.75,473589080.61,0,0,-39913959.86
20040331,元,,548650053.12,1292700.00,14449788.48,564392541.60,452143601.37,33933948.14,16762628.69,25496745.39,528336923.59,36055618.01,,0,0,3162823.00,0,3675588.54,6838411.54,77847150.18,37542671.00,0,14920710.21,130310531.39,-123472119.85,,10000000.00,0,257300000.00,0,51799949.96,319099949.96,160136047.46,11720674.83,0,50280982.98,222137705.27,96962244.69,7366.63,9553109.48,473589080.61,483142190.09,,26011391.79,12434247.09,0,914791.39,20490786.11,1122052.99,413640.91,-3209627.13,10120010.01,201514.62,54399.24,0,0,0,6728332.42,-28850119.95,0,0,-8033202.24,-18045853.37,15703254.13,0,0,0,36055618.01,0,0,0,483142190.09,473589080.61,0,0,9553109.48
20031231,元,,2126130617.95,2802572.41,17422630.50,2146355820.86,1819414678.20,104253848.37,60558921.58,208959870.80,2193187318.95,-46831498.09,,4620433.00,14726187.18,7785998.70,0,108527451.20,135660070.08,220129048.04,172957262.57,0,41221776.32,434308086.93,-298648016.85,,144000000.00,0,991026739.35,0,105180000.00,1240206739.35,673296176.00,52305869.49,0,139723890.56,865325936.05,374880803.30,18803.36,29420091.72,444168988.89,473589080.61,,124348456.05,38639827.50,0,613884.71,71093718.40,4723162.74,5311660.64,-2931372.86,4184854.66,-1176213.21,1315253.14,0,0,0,38253601.56,-101004545.69,0,0,-144801895.93,-94207464.69,8805574.89,0,0,0,-46831498.09,0,0,0,473589080.61,444168988.89,0,0,29420091.72
20030930,元,,1432655006.18,2023909.95,19784118.33,1454463034.46,1188988516.12,91578190.27,40468131.43,78871907.92,1399906745.74,54556288.72,,0,14726187.18,2528167.37,0,0,17254354.55,124756297.34,80512480.00,0,0,205268777.34,-188014422.79,,0,0,846396045.03,0,82355616.33,928751661.36,578637422.13,23719654.32,0,139541903.47,741898979.92,186852681.44,44040.99,53438588.36,444168988.89,497607577.25,,108850741.89,31237083.08,0,9186577.14,48364124.42,3846347.32,5769400.73,-7694413.78,25485478.48,113590.14,10483.62,0,0,0,23185797.72,-83974713.70,0,0,-111393217.92,-86322031.10,87891040.68,0,0,0,54556288.72,0,0,0,497607577.25,444168988.89,0,0,53438588.36
20030630,元,,881318408.32,889994.00,13189412.22,895397814.54,745703035.55,28203702.66,21521711.63,55266286.91,850694736.75,44703077.79,,0,14726187.18,1876435.74,0,0,16602622.92,123369297.34,58094066.87,0,0,181463364.21,-164860741.29,,0,0,538694980.25,0,0,538694980.25,218546519.96,17957068.37,0,139262000.00,375765588.33,162929391.92,44333.23,42816061.65,444168988.89,486985050.54,,62978065.68,17945405.18,0,1120714.02,27411781.57,3538603.13,1106517.30,-6462049.16,9746591.79,-285388.46,257713.11,0,0,0,9398305.48,-50805667.45,0,0,-78443058.34,-13433856.14,60629400.08,0,0,0,44703077.79,0,0,0,486985050.54,444168988.89,0,0,42816061.65
20030331,元,,388098587.83,445862.00,26678517.43,415222967.26,335636643.55,23526399.60,10157110.22,25110119.44,394430272.81,20792694.45,,0,2370640.75,589144.77,0,0,2959785.52,64690258.44,19500000.00,0,0,84190258.44,-81230472.92,,144138900.00,0,171731491.55,0,0,315870391.55,126770000.00,4700565.37,0,0,131470565.37,184399826.18,0,123962047.71,444168988.89,568131036.60,,25434751.71,7562659.98,0,201575.89,11083521.74,694095.01,653651.40,-4416766.62,3031479.92,-319698.04,229300.21,0,0,0,3127232.31,-20908383.37,0,0,-43217531.94,-36557704.46,74194510.71,0,0,0,20792694.45,0,0,0,568131036.60,444168988.89,0,0,123962047.71
20021231,元,,1186476099.24,1338645.20,20117726.66,1207932471.10,912044194.08,44784209.74,17026293.62,87302145.13,1061156842.57,146775628.53,,0,12559820.00,720214.20,0,46574117.68,59854151.88,294640476.06,268043433.32,0,0,562683909.38,-502829757.50,,0,0,552882848.55,0,139262000.00,692144848.55,213514928.65,17285412.90,0,24151173.04,254951514.59,437193333.96,145790.94,81284995.93,362883992.96,444168988.89,,121327786.17,11792039.05,0,2196373.34,24588710.74,3947606.48,3144804.76,-220666.59,-80350.20,1352318.22,0,0,0,0,12730795.00,-67842948.53,0,0,-18991060.27,-50421185.18,103251405.54,0,0,0,146775628.53,0,0,0,444168988.89,362883992.96,0,0,81284995.93
20020630,元,,456717173.71,531974.20,6917137.60,464166285.51,389974095.94,18184590.61,8489694.31,31998908.24,448647289.10,15518996.41,,0,12559820.00,39879.71,0,0,12599699.71,103389507.00,6500000.00,0,5385201.66,115274708.66,-102675008.95,,0,0,51493084.52,0,3258316.37,54751400.89,66614928.65,2824817.45,0,68333.09,69508079.19,-14756678.30,-333615.57,-102246306.41,362883992.96,260637686.55,,48509653.91,4386997.54,0,797429.33,12292567.52,1815939.22,2656505.96,-29037.70,-85250.00,285490.15,0,0,0,0,-414393.06,-30514973.17,0,0,-29331875.77,-18662619.62,23812562.10,0,0,0,15518996.41,0,0,0,260637686.55,362883992.96,0,0,-102246306.41
20011231,元,,781399369.83,2081805.11,5195920.52,788677095.46,587332313.73,24078501.39,14258148.51,38895248.31,664564211.94,124112883.52,,27604000.00,0,23322.00,0,0,27627322.00,85969301.88,111177236.00,0,9267777.24,206414315.12,-178786993.12,,211956477.04,0,262029728.65,0,2728436.26,476714641.95,138243473.41,43413229.42,0,2422164.77,184078867.60,292635774.35,-333615.57,237628049.18,80845747.50,318473796.68,,84303073.82,8643734.97,0,511739.17,17854985.63,1820136.95,2505412.82,-739760.63,768015.63,0,553939.64,0,0,0,1417428.30,-41771670.46,0,0,2834635.03,49330234.38,-3919021.73,0,0,0,124112883.52,0,0,0,318473796.68,80845747.50,0,0,237628049.18
20010630,元,,318667149.30,261992.72,7175737.82,326104879.84,240474177.64,11803605.40,4591474.55,21755905.32,278625162.91,47479716.93,,0,27604000.00,0,0,0,27604000.00,51977816.33,65000000.00,0,0,116977816.33,-89373816.33,,211956477.04,0,31900000.00,0,0,243856477.04,57000554.77,1686545.56,0,13583.73,58700684.06,185155792.98,-57152.01,143204541.57,80845747.50,224050289.07,,42469930.04,1409223.55,0,1875518.27,8214683.45,1150407.99,129835.53,-820578.22,714708.45,-23322.00,78221.12,0,0,0,1700129.29,-17767868.92,0,0,19206324.44,-1362721.12,-9494774.94,0,0,0,47479716.93,0,0,0,224050289.07,80845747.50,0,0,143204541.57
20001231,元,,603060693.95,0,5441448.30,608502142.25,541689231.86,18769227.06,7376392.77,39635314.78,607470166.47,1031975.78,,0,0,30613.37,0,0,30613.37,74072035.40,37283961.30,0,0,111355996.70,-111325383.33,,2650000.00,0,206728538.81,0,0,209378538.81,158518752.70,10114536.90,0,0,168633289.60,40745249.21,-13632.56,-69561790.90,149377628.01,79815837.11,,55002216.63,1409223.55,0,887451.73,11346555.01,2484689.32,0,0,0,343993.60,2321169.15,0,0,0,3113536.90,-30208984.73,0,0,20111404.30,-33223963.13,-32555316.55,0,0,0,1031975.78,0,0,0,79815837.11,149377628.01,0,0,-69561790.90
20000630,元,,296580111.86,0,2206538.90,298786650.76,358523954.27,9103959.30,3469620.23,12120938.26,383218472.06,-84431821.30,,0,0,40697.37,0,0,40697.37,26057767.15,44521611.30,0,40623409.62,111202788.07,-111162090.70,,0,0,161900000.00,0,0,161900000.00,8264044.00,14001689.28,0,0,22265733.28,139634266.72,0,-55959645.28,149377628.01,93417982.73,,36877266.40,3979713.52,0,-19861.35,5016986.83,1062037.39,0,0,0,0,249543.01,0,0,0,0,-18764645.42,0,0,17855788.24,-102840156.50,-27848493.42,0,0,0,-84431821.30,0,0,0,93417982.73,149377628.01,0,0,-55959645.28
19991231,元,,429183855.28,793658.16,133019.35,430110532.79,303222269.00,15966638.08,5493290.95,33692177.53,358374375.56,71736157.23,,0,8864550.00,91395.20,0,0,8955945.20,72959598.44,135622400.00,0,0,140770798.44,-131814853.24,,7829477.16,0,14580000.00,0,0,22409477.16,31048274.15,2320793.16,0,53064.41,33422131.72,-11012654.56,0,-71091350.57,220468978.58,149377628.01,,63886588.90,4035464.87,0,935628.24,7882179.58,2115185.07,0,0,0,28213.87,231292.60,0,0,0,1758334.39,-20458341.00,0,0,-35230641.85,-19279083.74,65583511.02,0,0,0,71736157.23,0,0,0,149377628.01,218468978.58,0,2000000.00,-71091350.57
19981231,元,,391329464.36,20000.00,1339478.14,392689124.50,364453171.23,7532547.41,1752772.00,13791368.82,387529859.46,5159265.04,,0,0,29000.00,0,9732886.27,9761886.27,22743065.95,186000000.00,0,0,115743065.95,-105981179.68,,271630455.13,0,10000000.00,0,18004030.62,299634485.75,17730000.00,130439.59,0,0,17860439.59,281774046.16,0,180952131.52,39531006.06,220483137.58,,57489233.02,60455.13,0,-2767.57,3699206.30,1284274.79,0,0,0,53529.10,380.00,0,0,0,-9605955.24,0,0,0,-27196787.30,-15737701.15,-4884602.04,0,0,0,5159265.04,0,0,0,218483137.58,39531006.06,2000000.00,0,180952131.52
